time,temperature_2m,weathercode,cloudcover,cloudcover_low,cloudcover_mid,cloudcover_high,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,terrestrial_radiation
1681516800,8.6,51,100,90,95,96,0.0,0.0,0.0,0.0,0.0
1681520400,8.7,51,100,100,100,94,0.0,0.0,0.0,0.0,0.0
1681524000,8.7,51,100,100,100,97,0.0,0.0,0.0,0.0,0.0
1681527600,8.5,53,100,100,100,90,0.0,0.0,0.0,0.0,0.0
1681531200,8.3,51,100,100,100,96,0.0,0.0,0.0,0.0,19.6
1681534800,8.0,51,100,100,96,98,7.0,0.0,7.0,0.0,166.8
1681538400,8.0,51,100,100,79,95,22.0,0.0,22.0,0.0,379.6
1681542000,8.0,53,100,100,98,94,44.0,0.0,44.0,0.0,578.8
1681545600,8.1,53,100,100,100,100,42.0,0.0,42.0,0.0,750.9
1681549200,8.3,53,100,100,100,89,66.0,0.0,66.0,0.0,884.1
1681552800,8.5,53,100,100,100,100,81.0,0.0,81.0,0.0,969.4
1681556400,8.6,53,100,99,100,100,77.0,0.0,77.0,0.0,1001.0
1681560000,8.7,53,100,94,99,81,98.0,0.0,98.0,0.0,976.8
1681563600,8.9,53,100,66,89,25,112.0,2.0,110.0,3.0,898.4
1681567200,8.9,53,60,38,42,1,98.0,4.0,94.0,7.1,771.2
1681570800,8.9,51,51,25,33,30,143.0,29.0,114.0,65.3,603.9
1681574400,9.0,3,82,45,25,89,93.0,19.0,74.0,63.3,408.0
1681578000,8.5,3,100,73,33,99,40.0,7.0,33.0,47.3,196.8
1681581600,8.0,3,100,85,63,100,3.0,0.0,3.0,0.0,34.8
1681585200,8.1,3,100,86,68,100,0.0,0.0,0.0,0.0,0.0
1681588800,7.6,3,100,73,72,100,0.0,0.0,0.0,0.0,0.0
1681592400,7.2,3,100,82,75,100,0.0,0.0,0.0,0.0,0.0
1681596000,6.9,3,100,99,83,94,0.0,0.0,0.0,0.0,0.0
1681599600,6.7,3,100,100,91,93,0.0,0.0,0.0,0.0,0.0
1681603200,6.6,3,100,99,35,0,0.0,0.0,0.0,0.0,0.0
1681606800,6.5,3,100,100,47,0,0.0,0.0,0.0,0.0,0.0
1681610400,6.4,3,100,100,45,0,0.0,0.0,0.0,0.0,0.0
1681614000,6.5,3,100,100,20,3,0.0,0.0,0.0,0.0,0.0
1681617600,6.4,3,93,100,2,5,2.0,0.0,2.0,0.0,23.4
1681621200,6.9,3,96,100,7,7,32.0,3.0,29.0,21.5,174.2
1681624800,7.6,3,97,99,12,1,90.0,15.0,75.0,52.7,386.6
1681628400,8.3,51,93,100,5,0,131.0,10.0,121.0,23.2,585.5
1681632000,9.4,3,90,100,0,0,213.0,22.0,191.0,39.5,757.1
1681635600,10.4,3,90,100,0,0,248.0,34.0,214.0,51.9,890.0
1681639200,11.2,3,90,100,0,0,260.0,18.0,242.0,25.1,974.9
1681642800,12.1,3,90,100,0,0,283.0,35.0,248.0,47.3,1006.2
1681646400,12.7,3,90,100,0,0,273.0,34.0,239.0,47.1,981.8
1681650000,13.1,3,92,100,2,1,204.0,26.0,178.0,39.1,903.3
1681653600,13.5,3,98,98,5,21,232.0,44.0,188.0,77.0,776.2
1681657200,13.6,3,85,76,4,47,213.0,60.0,153.0,133.9,609.0
1681660800,13.4,3,88,66,8,80,138.0,26.0,112.0,85.5,413.3
1681664400,12.2,3,83,54,13,89,62.0,21.0,41.0,139.8,202.4
1681668000,10.8,3,94,67,13,87,4.0,0.0,4.0,0.0,37.6
1681671600,9.6,3,92,63,17,85,0.0,0.0,0.0,0.0,0.0
1681675200,9.0,51,82,68,29,12,0.0,0.0,0.0,0.0,0.0
1681678800,8.6,51,93,83,31,0,0.0,0.0,0.0,0.0,0.0
1681682400,8.1,2,72,45,50,6,0.0,0.0,0.0,0.0,0.0
1681686000,7.7,2,62,35,41,20,0.0,0.0,0.0,0.0,0.0
1681689600,7.1,51,78,44,50,29,0.0,0.0,0.0,0.0,0.0
1681693200,6.6,51,74,26,57,55,0.0,0.0,0.0,0.0,0.0
1681696800,6.3,51,95,42,56,79,0.0,0.0,0.0,0.0,0.0
1681700400,5.9,51,77,13,61,96,0.0,0.0,0.0,0.0,0.0
1681704000,5.8,51,68,12,46,97,3.0,0.0,3.0,0.0,27.1
1681707600,6.9,51,64,13,41,94,56.0,16.0,40.0,112.3,181.5
1681711200,8.4,51,85,25,56,95,144.0,66.0,78.0,227.8,393.6
1681714800,9.7,51,100,60,74,96,237.0,100.0,137.0,229.5,592.0
1681718400,10.8,51,100,95,66,97,290.0,109.0,181.0,194.0,763.3
1681722000,11.7,51,100,44,79,95,325.0,88.0,237.0,133.5,895.7
1681725600,12.6,51,100,26,86,96,395.0,165.0,230.0,228.7,980.3
1681729200,12.9,3,100,32,86,99,353.0,92.0,261.0,123.6,1011.3
1681732800,13.2,3,100,50,95,100,402.0,100.0,302.0,137.7,986.7
1681736400,13.0,3,100,45,78,100,310.0,47.0,263.0,70.3,908.2
1681740000,12.3,3,100,58,63,99,151.0,5.0,146.0,8.7,781.0
1681743600,11.9,51,100,72,50,98,120.0,2.0,118.0,4.4,614.0
1681747200,11.4,51,100,78,41,99,94.0,4.0,90.0,13.0,418.6
1681750800,10.7,51,100,82,48,100,29.0,0.0,29.0,0.0,208.0
1681754400,10.0,51,100,63,77,97,3.0,0.0,3.0,0.0,40.5
1681758000,9.3,53,100,50,95,99,0.0,0.0,0.0,0.0,0.0
1681761600,8.8,51,100,65,97,99,0.0,0.0,0.0,0.0,0.0
1681765200,8.5,51,100,97,91,99,0.0,0.0,0.0,0.0,0.0
1681768800,8.3,51,100,62,83,98,0.0,0.0,0.0,0.0,0.0
1681772400,8.3,3,100,98,87,99,0.0,0.0,0.0,0.0,0.0
1681776000,8.2,51,100,99,95,99,0.0,0.0,0.0,0.0,0.0
1681779600,8.1,3,100,100,93,97,0.0,0.0,0.0,0.0,0.0
1681783200,8.1,3,100,99,99,97,0.0,0.0,0.0,0.0,0.0
1681786800,8.1,3,100,89,99,90,0.0,0.0,0.0,0.0,0.0
1681790400,8.0,3,100,74,99,48,1.0,0.0,1.0,0.0,30.8
1681794000,8.2,3,100,47,91,42,17.0,2.0,15.0,13.8,188.8
1681797600,8.4,51,89,21,88,56,36.0,1.0,35.0,3.4,400.5
1681801200,10.4,51,100,51,77,64,270.0,123.0,147.0,279.1,598.5
1681804800,11.4,3,100,64,56,75,282.0,101.0,181.0,178.3,769.3
1681808400,12.5,3,100,80,43,62,378.0,145.0,233.0,218.4,901.3
1681812000,13.5,3,100,100,33,57,406.0,163.0,243.0,224.6,985.6
1681815600,14.1,3,100,100,39,50,380.0,97.0,283.0,129.6,1016.3
1681819200,14.3,3,100,89,63,51,331.0,101.0,230.0,138.3,991.5
1681822800,14.1,3,91,38,63,63,275.0,127.0,148.0,188.9,912.9
1681826400,14.2,51,47,5,61,18,388.0,229.0,159.0,395.6,785.8
1681830000,13.9,2,55,12,70,6,269.0,166.0,103.0,364.1,619.0
1681833600,13.3,2,52,17,61,0,181.0,106.0,75.0,339.6,423.8
1681837200,12.3,1,45,13,56,0,64.0,30.0,34.0,190.7,213.5
1681840800,10.9,1,38,11,47,0,6.0,1.0,5.0,13.2,43.3
1681844400,10.6,1,26,4,37,0,0.0,0.0,0.0,0.0,0.0
1681848000,9.6,0,15,3,21,0,0.0,0.0,0.0,0.0,0.0
1681851600,8.8,0,14,6,15,0,0.0,0.0,0.0,0.0,0.0
1681855200,7.8,1,28,19,19,0,0.0,0.0,0.0,0.0,0.0
1681858800,7.3,1,41,26,30,0,0.0,0.0,0.0,0.0,0.0
1681862400,6.7,3,86,58,57,0,0.0,0.0,0.0,0.0,0.0
1681866000,6.1,51,89,51,72,0,0.0,0.0,0.0,0.0,0.0
1681869600,5.9,51,72,30,73,4,0.0,0.0,0.0,0.0,0.0
1681873200,5.6,51,77,29,83,4,0.0,0.0,0.0,0.0,0.0
1681876800,5.4,51,81,34,83,2,4.0,1.0,3.0,14.5,34.5
1681880400,6.1,51,88,49,72,2,58.0,21.0,37.0,142.1,196.0
1681884000,7.2,51,100,98,59,1,144.0,70.0,74.0,233.3,407.3
1681887600,8.6,51,100,95,49,2,201.0,47.0,154.0,105.5,604.8
1681891200,9.8,51,100,80,54,10,230.0,48.0,182.0,84.0,775.2
1681894800,10.9,51,100,66,68,23,314.0,111.0,203.0,166.1,906.8
1681898400,11.4,51,100,56,74,59,320.0,114.0,206.0,156.1,990.7
1681902000,12.2,51,100,79,69,55,411.0,176.0,235.0,233.9,1021.2
1681905600,13.0,3,83,36,61,46,422.0,199.0,223.0,271.0,996.3
1681909200,13.8,2,61,20,56,32,490.0,298.0,192.0,440.7,917.6
1681912800,14.0,2,62,25,52,26,411.0,231.0,180.0,396.5,790.6
1681916400,14.0,2,53,20,39,38,337.0,220.0,117.0,478.4,623.9
1681920000,13.4,1,47,3,55,39,209.0,128.0,81.0,404.9,428.9
1681923600,12.2,1,48,0,70,19,99.0,55.0,44.0,340.7,219.0
1681927200,10.9,1,36,0,53,15,8.0,2.0,6.0,25.7,46.1
1681930800,9.5,0,3,0,5,0,0.0,0.0,0.0,0.0,0.0
1681934400,8.1,0,16,3,22,0,0.0,0.0,0.0,0.0,0.0
1681938000,7.2,1,34,10,41,0,0.0,0.0,0.0,0.0,0.0
1681941600,7.0,0,12,1,18,0,0.0,0.0,0.0,0.0,0.0
1681945200,7.3,0,17,8,16,0,0.0,0.0,0.0,0.0,0.0
1681948800,7.2,0,8,1,12,0,0.0,0.0,0.0,0.0,0.0
1681952400,7.4,0,4,0,2,11,0.0,0.0,0.0,0.0,0.0
1681956000,7.4,0,5,1,3,7,0.0,0.0,0.0,0.0,0.0
1681959600,7.6,0,2,1,2,0,0.0,0.0,0.0,0.0,0.0
1681963200,7.8,0,3,0,5,0,3.0,0.0,3.0,0.0,38.1
1681966800,8.3,0,6,2,7,1,37.0,0.0,37.0,0.0,203.1
1681970400,9.5,0,18,0,29,2,115.0,29.0,86.0,95.0,413.9
1681974000,11.8,0,13,0,21,2,342.0,230.0,112.0,510.5,611.1
1681977600,13.5,0,8,0,12,1,436.0,289.0,147.0,501.9,781.0
1681981200,15.0,0,7,0,12,0,585.0,428.0,157.0,636.3,912.2
1681984800,16.1,0,17,0,23,12,700.0,540.0,160.0,735.4,995.8
1681988400,16.4,1,33,0,45,21,637.0,442.0,195.0,584.2,1026.1
1681992000,16.7,0,15,0,25,1,624.0,443.0,181.0,600.2,1001.0
1681995600,16.9,0,18,0,30,0,596.0,408.0,188.0,600.0,922.2
1681999200,16.6,1,25,0,41,0,431.0,255.0,176.0,434.8,795.3
1682002800,16.3,1,29,0,48,0,321.0,153.0,168.0,330.0,628.7
1682006400,15.4,1,25,0,41,0,147.0,29.0,118.0,90.6,434.0
1682010000,14.2,1,25,0,42,0,60.0,10.0,50.0,60.4,224.5
1682013600,13.2,0,19,0,32,0,8.0,2.0,6.0,25.0,48.9
1682017200,12.7,0,11,0,17,1,0.0,0.0,0.0,0.0,0.0
1682020800,11.6,0,4,0,7,0,0.0,0.0,0.0,0.0,0.0
1682024400,10.7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1682028000,9.9,0,6,0,10,0,0.0,0.0,0.0,0.0,0.0
1682031600,9.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1682035200,8.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1682038800,7.6,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0
1682042400,6.8,0,4,0,0,14,0.0,0.0,0.0,0.0,0.0
1682046000,6.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1682049600,5.6,0,0,0,0,0,8.0,2.0,6.0,26.8,41.6
1682053200,6.6,0,0,0,0,0,100.0,57.0,43.0,367.9,210.0
1682056800,8.6,0,2,0,0,8,251.0,177.0,74.0,570.6,420.5
1682060400,10.7,0,13,0,0,42,411.0,317.0,94.0,696.2,617.2
1682064000,12.4,0,14,0,0,47,556.0,448.0,108.0,771.9,786.7
1682067600,14.0,0,12,0,0,40,669.0,550.0,119.0,812.5,917.6
1682071200,15.3,0,5,0,0,16,744.0,621.0,123.0,841.1,1000.8
1682074800,16.1,0,5,0,0,16,771.0,646.0,125.0,849.5,1030.8
1682078400,16.3,0,14,0,0,46,748.0,625.0,123.0,842.5,1005.5
1682082000,16.4,1,22,0,0,74,677.0,558.0,119.0,816.1,926.7
1682085600,16.3,1,26,0,0,85,565.0,455.0,110.0,771.0,799.8
1682089200,16.0,1,24,0,0,80,417.0,312.0,105.0,667.5,633.5
1682092800,15.2,0,19,0,0,63,257.0,171.0,86.0,527.8,439.1
1682096400,13.7,0,16,0,0,55,110.0,58.0,52.0,342.0,229.9
1682100000,11.9,0,14,0,0,47,13.0,4.0,9.0,48.7,51.7
1682103600,10.9,0,13,0,0,44,0.0,0.0,0.0,0.0,0.0
1682107200,9.2,0,12,0,0,40,0.0,0.0,0.0,0.0,0.0
1682110800,7.8,0,15,0,0,51,0.0,0.0,0.0,0.0,0.0
1682114400,6.7,0,16,0,0,52,0.0,0.0,0.0,0.0,0.0
1682118000,6.1,0,14,0,0,48,0.0,0.0,0.0,0.0,0.0
1682121600,5.6,0,10,0,0,35,0.0,0.0,0.0,0.0,0.0
1682125200,5.0,0,8,0,1,25,0.0,0.0,0.0,0.0,0.0
1682128800,4.5,0,12,0,0,40,0.0,0.0,0.0,0.0,0.0
1682132400,4.0,0,12,0,0,39,0.0,0.0,0.0,0.0,0.0
1682136000,3.9,0,13,0,0,42,9.0,3.0,6.0,38.9,45.1
1682139600,6.3,0,10,0,0,32,102.0,57.0,45.0,356.1,216.9
1682143200,9.4,0,8,0,0,27,250.0,174.0,76.0,552.1,427.0
1682146800,12.2,0,2,0,0,8,412.0,317.0,95.0,689.1,623.2
1682150400,14.4,0,1,0,0,3,551.0,434.0,117.0,742.1,792.3
1682154000,15.8,0,0,0,0,0,669.0,554.0,115.0,813.4,922.8
1682157600,16.5,0,0,0,0,0,741.0,621.0,120.0,836.5,1005.7
1682161200,17.1,1,21,0,35,0,774.0,657.0,117.0,859.6,1035.4
1682164800,17.3,1,31,0,52,0,623.0,449.0,174.0,602.2,1010.0
1682168400,17.3,2,50,0,84,0,472.0,276.0,196.0,401.5,931.2
1682172000,17.2,1,50,0,83,0,343.0,194.0,149.0,326.7,804.4
1682175600,17.1,1,44,0,73,0,303.0,152.0,151.0,322.6,638.2
1682179200,16.8,1,32,0,53,0,208.0,118.0,90.0,359.9,444.1
1682182800,15.4,1,21,0,35,0,98.0,49.0,49.0,282.2,235.2
1682186400,13.4,0,12,0,20,0,13.0,4.0,9.0,47.5,54.4
1682190000,12.2,0,8,0,13,0,0.0,0.0,0.0,0.0,0.0
1682193600,10.6,0,5,0,9,0,0.0,0.0,0.0,0.0,0.0
1682197200,9.8,0,5,0,8,0,0.0,0.0,0.0,0.0,0.0
1682200800,9.3,0,2,0,3,0,0.0,0.0,0.0,0.0,0.0
1682204400,8.9,0,3,0,5,0,0.0,0.0,0.0,0.0,0.0
1682208000,8.5,0,2,0,4,0,0.0,0.0,0.0,0.0,0.0
1682211600,8.3,0,3,0,5,0,0.0,0.0,0.0,0.0,0.0
1682215200,7.8,0,2,0,3,0,0.0,0.0,0.0,0.0,0.0
1682218800,7.2,0,3,0,5,0,0.0,0.0,0.0,0.0,0.0
1682222400,6.7,0,2,0,4,0,11.0,3.0,8.0,37.6,48.5
1682226000,8.2,0,2,0,3,0,105.0,58.0,47.0,351.2,223.6
1682229600,11.3,0,1,0,2,0,261.0,185.0,76.0,578.2,433.3
1682233200,13.5,0,1,0,2,0,400.0,301.0,99.0,647.9,629.1
1682236800,15.5,0,1,0,1,0,554.0,439.0,115.0,745.1,797.8
1682240400,17.2,0,1,0,1,0,678.0,564.0,114.0,823.0,927.8
1682244000,18.3,0,1,0,2,0,748.0,628.0,120.0,841.5,1010.4
1682247600,18.8,0,0,0,0,0,778.0,658.0,120.0,856.7,1039.9
1682251200,18.9,0,0,0,0,0,672.0,544.0,128.0,726.1,1014.4
1682254800,19.1,0,0,0,0,0,603.0,466.0,137.0,674.4,935.6
1682258400,19.3,0,0,0,0,0,549.0,414.0,135.0,693.0,808.8
1682262000,18.9,0,0,0,0,0,340.0,191.0,149.0,402.2,642.9
1682265600,17.9,0,1,0,2,0,220.0,104.0,116.0,313.6,449.0
1682269200,16.1,0,2,0,4,0,109.0,61.0,48.0,343.4,240.5
1682272800,14.4,0,4,0,6,0,14.0,5.0,9.0,58.0,57.1
1682276400,13.9,0,1,0,2,0,0.0,0.0,0.0,0.0,0.0
1682280000,12.9,0,4,0,7,0,0.0,0.0,0.0,0.0,0.0
1682283600,12.1,0,4,0,6,0,0.0,0.0,0.0,0.0,0.0
1682287200,11.5,1,20,0,34,0,0.0,0.0,0.0,0.0,0.0
1682290800,10.9,1,28,0,46,0,0.0,0.0,0.0,0.0,0.0
1682294400,10.2,1,22,0,37,0,0.0,0.0,0.0,0.0,0.0
1682298000,9.5,0,11,0,19,0,0.0,0.0,0.0,0.0,0.0
1682301600,9.0,0,14,0,24,0,0.0,0.0,0.0,0.0,0.0
1682305200,8.3,0,9,0,15,0,0.0,0.0,0.0,0.0,0.0
1682308800,7.8,0,3,0,5,0,12.0,4.0,8.0,48.6,51.8
1682312400,9.3,0,2,0,4,0,106.0,61.0,45.0,358.6,230.2
1682316000,11.7,0,7,0,11,0,252.0,180.0,72.0,554.3,439.5
1682319600,13.7,0,8,0,14,0,412.0,315.0,97.0,671.5,634.9
1682323200,15.5,0,6,0,10,0,516.0,387.0,129.0,652.1,803.1
1682326800,17.2,0,6,0,10,0,650.0,520.0,130.0,754.4,932.8
1682330400,18.6,1,27,0,44,2,705.0,537.0,168.0,715.9,1015.1
1682334000,19.5,0,13,0,20,3,735.0,605.0,130.0,783.9,1044.4
1682337600,20.1,1,41,0,48,41,743.0,606.0,137.0,805.0,1018.7
1682341200,20.2,1,48,0,66,29,639.0,498.0,141.0,717.0,939.8
1682344800,19.3,51,14,1,22,0,535.0,403.0,132.0,670.6,813.2
1682348400,18.4,51,10,0,16,2,301.0,191.0,110.0,399.2,647.4
1682352000,17.8,0,14,0,21,3,216.0,133.0,83.0,396.5,453.9
1682355600,16.3,0,7,0,12,0,111.0,56.0,55.0,308.4,245.7
1682359200,14.7,0,9,0,14,3,15.0,5.0,10.0,56.7,59.7
1682362800,14.2,0,15,0,20,9,0.0,0.0,0.0,0.0,0.0
1682366400,13.1,0,15,0,14,21,0.0,0.0,0.0,0.0,0.0
1682370000,12.2,0,12,0,6,28,0.0,0.0,0.0,0.0,0.0
1682373600,11.3,0,11,0,16,4,0.0,0.0,0.0,0.0,0.0
1682377200,10.4,0,7,0,12,0,0.0,0.0,0.0,0.0,0.0
1682380800,9.6,0,4,1,4,1,0.0,0.0,0.0,0.0,0.0
1682384400,9.1,1,21,6,19,14,0.0,0.0,0.0,0.0,0.0
1682388000,8.6,1,48,2,47,61,0.0,0.0,0.0,0.0,0.0
1682391600,8.0,2,74,8,69,83,0.0,0.0,0.0,0.0,0.0
1682395200,8.0,3,92,10,89,97,10.0,1.0,9.0,11.8,55.1
1682398800,9.4,51,96,9,98,98,61.0,6.0,55.0,34.3,236.7
1682402400,10.9,51,93,26,92,49,154.0,39.0,115.0,118.4,445.5
1682406000,11.0,51,100,95,93,1,173.0,84.0,89.0,177.4,640.5
1682409600,11.0,51,100,100,90,12,223.0,96.0,127.0,160.6,808.3
1682413200,10.8,51,100,100,90,43,198.0,69.0,129.0,99.5,937.6
1682416800,10.5,51,100,100,93,84,193.0,32.0,161.0,42.4,1019.6
1682420400,10.2,51,100,100,94,70,154.0,12.0,142.0,15.5,1048.7
1682424000,10.6,3,100,100,99,66,251.0,34.0,217.0,45.0,1022.9
1682427600,11.2,3,100,100,97,67,287.0,112.0,175.0,160.5,944.0
1682431200,11.4,3,100,100,93,93,201.0,15.0,186.0,24.8,817.5
1682434800,11.0,3,100,100,97,100,130.0,20.0,110.0,41.5,651.9
1682438400,10.4,51,100,98,100,100,53.0,0.0,53.0,0.0,458.7
1682442000,9.9,51,100,100,100,100,27.0,0.0,27.0,0.0,250.9
1682445600,9.3,51,100,94,100,100,4.0,0.0,4.0,0.0,62.4
1682449200,8.3,53,100,91,100,100,0.0,0.0,0.0,0.0,0.0
1682452800,8.2,53,100,100,100,100,0.0,0.0,0.0,0.0,0.0
1682456400,8.0,55,100,99,100,100,0.0,0.0,0.0,0.0,0.0
1682460000,7.8,55,100,99,100,98,0.0,0.0,0.0,0.0,0.0
1682463600,7.6,55,100,99,100,97,0.0,0.0,0.0,0.0,0.0
1682467200,7.4,53,100,98,100,90,0.0,0.0,0.0,0.0,0.0
1682470800,6.8,53,100,90,99,74,0.0,0.0,0.0,0.0,0.0
1682474400,6.4,51,100,74,93,50,0.0,0.0,0.0,0.0,0.0
1682478000,5.8,51,77,47,20,76,0.0,0.0,0.0,0.0,0.0
1682481600,5.5,2,58,35,1,87,10.0,1.0,9.0,11.5,58.3
1682485200,5.7,2,74,48,3,96,84.0,18.0,66.0,100.1,243.0
1682488800,5.8,2,77,34,33,88,174.0,67.0,107.0,200.6,451.4
1682492400,6.6,2,54,28,24,49,306.0,124.0,182.0,259.5,646.0
1682496000,7.3,2,72,65,10,24,437.0,266.0,171.0,442.1,813.4
1682499600,8.2,3,81,75,10,26,550.0,327.0,223.0,469.1,942.4
1682503200,8.5,3,100,68,82,58,426.0,169.0,257.0,223.1,1024.0
1682506800,9.0,3,100,76,94,92,533.0,268.0,265.0,344.1,1052.9
1682510400,9.3,51,100,60,91,98,470.0,164.0,306.0,215.9,1027.0
1682514000,9.3,3,100,60,88,96,420.0,116.0,304.0,165.4,948.1
1682517600,9.3,51,100,63,86,55,385.0,163.0,222.0,268.1,821.7
1682521200,8.9,3,100,65,79,31,253.0,72.0,181.0,148.3,656.4
1682524800,8.6,3,96,47,82,16,173.0,45.0,128.0,131.3,463.4
1682528400,8.2,3,94,44,87,6,72.0,7.0,65.0,37.0,256.0
1682532000,7.7,1,50,12,65,0,16.0,4.0,12.0,43.4,65.0
1682535600,6.4,0,11,3,14,0,0.0,0.0,0.0,0.0,0.0
1682539200,5.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1682542800,4.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1682546400,3.9,1,37,40,1,0,0.0,0.0,0.0,0.0,0.0
1682550000,3.2,1,31,34,0,0,0.0,0.0,0.0,0.0,0.0
1682553600,2.6,1,22,25,0,0,0.0,0.0,0.0,0.0,0.0
1682557200,2.1,0,16,18,0,0,0.0,0.0,0.0,0.0,0.0
1682560800,1.6,0,16,18,0,0,0.0,0.0,0.0,0.0,0.0
1682564400,1.2,1,21,23,0,0,0.0,0.0,0.0,0.0,0.0
1682568000,1.3,0,16,18,0,0,18.0,7.0,11.0,78.1,61.5
1682571600,2.9,0,18,20,0,0,125.0,74.0,51.0,401.2,249.2
1682575200,4.9,1,25,28,0,0,279.0,199.0,80.0,588.1,457.2
1682578800,7.0,0,20,17,7,0,380.0,247.0,133.0,512.4,651.3
1682582400,8.1,51,30,18,23,0,488.0,331.0,157.0,546.5,818.4
1682586000,8.8,51,39,17,39,0,583.0,401.0,182.0,572.2,946.9
1682589600,9.5,51,34,12,39,0,640.0,440.0,200.0,578.1,1028.3
1682593200,9.8,51,50,18,56,0,632.0,395.0,237.0,504.9,1057.0
1682596800,10.1,51,46,11,60,0,605.0,344.0,261.0,450.8,1031.0
1682600400,10.2,51,46,12,58,0,594.0,406.0,188.0,576.1,952.1
1682604000,10.0,51,53,16,65,0,449.0,288.0,161.0,471.1,825.8
1682607600,9.6,51,69,32,67,0,325.0,199.0,126.0,406.9,660.7
1682611200,9.0,2,56,26,54,0,188.0,95.0,93.0,274.2,468.1
1682614800,8.4,2,53,27,48,0,93.0,39.0,54.0,201.9,261.0
1682618400,7.6,1,26,10,29,0,19.0,7.0,12.0,74.4,67.5
1682622000,6.4,1,26,13,24,0,0.0,0.0,0.0,0.0,0.0
1682625600,5.0,0,9,7,4,0,0.0,0.0,0.0,0.0,0.0
1682629200,4.0,0,8,8,1,0,0.0,0.0,0.0,0.0,0.0
1682632800,3.0,0,16,17,2,0,0.0,0.0,0.0,0.0,0.0
1682636400,2.2,1,21,19,7,0,0.0,0.0,0.0,0.0,0.0
1682640000,1.5,0,13,13,2,0,0.0,0.0,0.0,0.0,0.0
1682643600,1.0,0,3,3,0,0,0.0,0.0,0.0,0.0,0.0
1682647200,0.4,0,4,4,0,0,0.0,0.0,0.0,0.0,0.0
1682650800,-0.1,0,16,18,0,0,0.0,0.0,0.0,0.0,0.0
1682654400,0.2,1,28,31,0,0,20.0,7.0,13.0,76.2,64.5
1682658000,2.6,1,30,33,0,0,129.0,77.0,52.0,407.4,255.2
1682661600,5.7,1,37,41,0,0,284.0,203.0,81.0,592.3,462.8
1682665200,7.9,1,30,25,13,0,366.0,216.0,150.0,444.3,656.5
1682668800,9.1,1,48,4,71,7,480.0,302.0,178.0,495.4,823.2
1682672400,9.7,2,67,4,100,12,519.0,278.0,241.0,394.6,951.4
1682676000,10.3,2,61,2,99,0,514.0,204.0,310.0,266.8,1032.5
1682679600,10.5,2,58,2,93,0,427.0,114.0,313.0,145.1,1061.0
1682683200,11.3,2,56,0,93,0,520.0,190.0,330.0,247.9,1034.9
1682686800,11.6,2,58,0,97,0,449.0,150.0,299.0,211.8,956.1
1682690400,11.8,2,53,0,88,0,378.0,111.0,267.0,180.6,829.9
1682694000,11.7,1,40,0,66,0,275.0,83.0,192.0,168.5,665.0
1682697600,11.6,1,49,8,69,0,215.0,102.0,113.0,291.4,472.7
1682701200,10.7,1,41,6,59,0,114.0,56.0,58.0,284.3,266.0
1682704800,8.9,1,30,0,48,4,19.0,5.0,14.0,52.0,70.0
1682708400,8.2,1,33,2,33,39,0.0,0.0,0.0,0.0,0.0
1682712000,7.5,1,46,6,34,69,0.0,0.0,0.0,0.0,0.0
1682715600,6.7,1,48,3,30,91,0.0,0.0,0.0,0.0,0.0
1682719200,6.2,1,27,0,2,85,0.0,0.0,0.0,0.0,0.0
1682722800,5.8,1,28,0,1,91,0.0,0.0,0.0,0.0,0.0
1682726400,5.6,1,47,8,21,92,0.0,0.0,0.0,0.0,0.0
1682730000,5.6,2,52,7,31,92,0.0,0.0,0.0,0.0,0.0
1682733600,5.5,2,61,2,49,98,0.0,0.0,0.0,0.0,0.0
1682737200,5.3,1,50,0,34,97,0.0,0.0,0.0,0.0,0.0
1682740800,5.2,2,56,2,42,95,19.0,6.0,13.0,63.7,67.5
1682744400,6.4,2,63,0,57,97,116.0,54.0,62.0,279.1,261.2
1682748000,8.3,2,59,0,52,92,253.0,155.0,98.0,446.7,468.3
1682751600,9.7,2,53,0,42,94,411.0,273.0,138.0,556.9,661.6
1682755200,11.5,2,51,0,36,97,551.0,388.0,163.0,632.6,827.9
1682758800,13.1,1,49,0,32,98,641.0,450.0,191.0,635.5,955.7
1682762400,14.5,1,44,0,38,72,723.0,518.0,205.0,674.5,1036.6
1682766000,15.4,2,51,0,45,81,710.0,505.0,205.0,640.0,1064.9
1682769600,16.0,2,56,1,43,96,645.0,404.0,241.0,524.9,1038.7
1682773200,16.1,1,39,0,15,100,513.0,260.0,253.0,365.5,959.9
1682776800,15.9,2,56,2,41,100,328.0,120.0,208.0,194.2,833.9
1682780400,15.5,3,80,10,87,63,251.0,65.0,186.0,131.1,669.3
1682784000,14.9,2,56,1,61,63,153.0,45.0,108.0,127.2,477.2
1682787600,14.0,2,54,1,47,82,73.0,9.0,64.0,44.8,270.9
1682791200,12.8,2,51,4,33,93,18.0,3.0,15.0,30.6,72.5
